participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.participation_fee,ingreso_datos.1.player.id_in_group,ingreso_datos.1.player.age,ingreso_datos.1.player.gender,ingreso_datos.1.player.education,ingreso_datos.1.player.Q1,ingreso_datos.1.player.Q2,ingreso_datos.1.player.Q3,ingreso_datos.1.player.Q4,ingreso_datos.1.player.Q5,ingreso_datos.1.player.Q6,ingreso_datos.1.player.Q7,ingreso_datos.1.player.Q8,ingreso_datos.1.player.Q9,ingreso_datos.1.player.Q10,ingreso_datos.1.player.subsession_id,ingreso_datos.1.player.group_id,ingreso_datos.1.player.payoff,ingreso_datos.1.group.id_in_subsession,ingreso_datos.1.group.subsession_id,ingreso_datos.1.subsession.round_number,bret.1.player.id_in_group,bret.1.player.bomb,bret.1.player.bomb_row,bret.1.player.bomb_col,bret.1.player.boxes_collected,bret.1.player.pay_this_round,bret.1.player.round_result,bret.1.player.subsession_id,bret.1.player.group_id,bret.1.player.payoff,bret.1.group.id_in_subsession,bret.1.group.subsession_id,bret.1.subsession.round_number,bret.2.player.id_in_group,bret.2.player.bomb,bret.2.player.bomb_row,bret.2.player.bomb_col,bret.2.player.boxes_collected,bret.2.player.pay_this_round,bret.2.player.round_result,bret.2.player.subsession_id,bret.2.player.group_id,bret.2.player.payoff,bret.2.group.id_in_subsession,bret.2.group.subsession_id,bret.2.subsession.round_number,bret.3.player.id_in_group,bret.3.player.bomb,bret.3.player.bomb_row,bret.3.player.bomb_col,bret.3.player.boxes_collected,bret.3.player.pay_this_round,bret.3.player.round_result,bret.3.player.subsession_id,bret.3.player.group_id,bret.3.player.payoff,bret.3.group.id_in_subsession,bret.3.group.subsession_id,bret.3.subsession.round_number,bret.4.player.id_in_group,bret.4.player.bomb,bret.4.player.bomb_row,bret.4.player.bomb_col,bret.4.player.boxes_collected,bret.4.player.pay_this_round,bret.4.player.round_result,bret.4.player.subsession_id,bret.4.player.group_id,bret.4.player.payoff,bret.4.group.id_in_subsession,bret.4.group.subsession_id,bret.4.subsession.round_number,bret.5.player.id_in_group,bret.5.player.bomb,bret.5.player.bomb_row,bret.5.player.bomb_col,bret.5.player.boxes_collected,bret.5.player.pay_this_round,bret.5.player.round_result,bret.5.player.subsession_id,bret.5.player.group_id,bret.5.player.payoff,bret.5.group.id_in_subsession,bret.5.group.subsession_id,bret.5.subsession.round_number,lottery_game.1.player.id_in_group,lottery_game.1.player.loteria,lottery_game.1.player.coin,lottery_game.1.player.subsession_id,lottery_game.1.player.group_id,lottery_game.1.player.payoff,lottery_game.1.group.id_in_subsession,lottery_game.1.group.subsession_id,lottery_game.1.subsession.round_number,lottery_game.2.player.id_in_group,lottery_game.2.player.loteria,lottery_game.2.player.coin,lottery_game.2.player.subsession_id,lottery_game.2.player.group_id,lottery_game.2.player.payoff,lottery_game.2.group.id_in_subsession,lottery_game.2.group.subsession_id,lottery_game.2.subsession.round_number,lottery_game.3.player.id_in_group,lottery_game.3.player.loteria,lottery_game.3.player.coin,lottery_game.3.player.subsession_id,lottery_game.3.player.group_id,lottery_game.3.player.payoff,lottery_game.3.group.id_in_subsession,lottery_game.3.group.subsession_id,lottery_game.3.subsession.round_number,lottery_game.4.player.id_in_group,lottery_game.4.player.loteria,lottery_game.4.player.coin,lottery_game.4.player.subsession_id,lottery_game.4.player.group_id,lottery_game.4.player.payoff,lottery_game.4.group.id_in_subsession,lottery_game.4.group.subsession_id,lottery_game.4.subsession.round_number,lottery_game.5.player.id_in_group,lottery_game.5.player.loteria,lottery_game.5.player.coin,lottery_game.5.player.subsession_id,lottery_game.5.player.group_id,lottery_game.5.player.payoff,lottery_game.5.group.id_in_subsession,lottery_game.5.group.subsession_id,lottery_game.5.subsession.round_number
11,cpycdslt,,0,2,37,ingreso_datos,1,soft_skills,10.35.228.180,2018-04-17 16:08:59.300531+00:00,1,,,0,0.00,jf1jsn1m,,,,,,0,1.0,0.00,11,20,Hombre,Secundaria completa,,,,,,,,,,,7,7,0,1,7,1,11,,,,,,,46,46,0,1,46,1,11,,,,,,,47,47,0,1,47,2,11,,,,,,,48,48,0,1,48,3,11,,,,,,,49,49,0,1,49,4,11,,,,,,,50,50,0,1,50,5,11,,6,36,36,0,1,36,1,11,,8,37,37,0,1,37,2,11,,9,38,38,0,1,38,3,11,,7,39,39,0,1,39,4,11,,8,40,40,0,1,40,5
12,8caegdk6,,0,38,37,lottery_game,5,TotalResults,10.189.169.232,2018-04-17 16:09:49.845282+00:00,1,,,189,189.00,jf1jsn1m,,,,,,0,1.0,0.00,12,28,Hombre,Universidad (pregrado),4,1,6,2,7,4,7,1,6,6,7,7,0,1,7,1,12,0,3,10,10,,10,46,46,10,1,46,1,12,0,10,5,5,,5,47,47,5,1,47,2,12,0,9,4,20,,20,48,48,20,1,48,3,12,0,6,1,28,,28,49,49,28,1,49,4,12,1,2,10,35,,0,50,50,0,1,50,5,12,4,7,36,36,42,1,36,1,12,5,6,37,37,50,1,37,2,12,6,2,38,38,-2,1,38,3,12,1,7,39,39,18,1,39,4,12,1,10,40,40,18,1,40,5
13,k17rf2xs,,0,38,37,lottery_game,5,TotalResults,10.95.210.176,2018-04-17 16:15:45.521593+00:00,1,,,160,160.00,jf1jsn1m,,,,,,0,1.0,0.00,13,19,Hombre,Universidad (pregrado),7,6,5,4,5,5,7,1,6,1,7,7,0,1,7,1,13,1,7,3,25,,0,46,46,0,1,46,1,13,0,9,6,10,,10,47,47,10,1,47,2,13,1,1,7,99,,0,48,48,0,1,48,3,13,1,10,2,50,,0,49,49,0,1,49,4,13,1,7,2,75,,0,50,50,0,1,50,5,13,2,1,36,36,14,1,36,1,13,2,7,37,37,26,1,37,2,13,2,9,38,38,26,1,38,3,13,4,10,39,39,42,1,39,4,13,4,6,40,40,42,1,40,5
14,vl8ifaxb,,0,38,37,lottery_game,5,TotalResults,10.51.158.205,2018-04-17 16:17:20.280846+00:00,1,,,164,164.00,jf1jsn1m,,,,,,0,1.0,0.00,14,22,Hombre,Universidad (pregrado),7,5,6,2,6,4,6,3,6,2,7,7,0,1,7,1,14,0,6,4,1,,1,46,46,1,1,46,1,14,0,8,10,25,,25,47,47,25,1,47,2,14,1,3,1,69,,0,48,48,0,1,48,3,14,1,6,1,69,,0,49,49,0,1,49,4,14,1,2,7,69,,0,50,50,0,1,50,5,14,5,6,36,36,50,1,36,1,14,3,5,37,37,10,1,37,2,14,6,4,38,38,-2,1,38,3,14,6,10,39,39,54,1,39,4,14,2,8,40,40,26,1,40,5
15,5q0szuf0,,0,38,37,lottery_game,5,TotalResults,10.102.224.171,2018-04-17 16:14:09.330087+00:00,1,,,85,85.00,jf1jsn1m,,,,,,0,1.0,0.00,15,22,Hombre,Universidad (pregrado),4,2,6,6,6,4,7,4,3,3,7,7,0,1,7,1,15,0,6,10,10,,10,46,46,10,1,46,1,15,0,3,5,18,,18,47,47,18,1,47,2,15,0,4,5,7,,7,48,48,7,1,48,3,15,1,8,8,25,,0,49,49,0,1,49,4,15,1,3,8,94,,0,50,50,0,1,50,5,15,5,2,36,36,2,1,36,1,15,3,1,37,37,10,1,37,2,15,4,7,38,38,42,1,38,3,15,6,3,39,39,-2,1,39,4,15,6,3,40,40,-2,1,40,5
16,252qaloe,,0,0,37,,,,,,0,,,0,0.00,jf1jsn1m,,,,,,0,1.0,0.00,16,,,,,,,,,,,,,,7,7,0,1,7,1,16,,,,,,,46,46,0,1,46,1,16,,,,,,,47,47,0,1,47,2,16,,,,,,,48,48,0,1,48,3,16,,,,,,,49,49,0,1,49,4,16,,,,,,,50,50,0,1,50,5,16,,1,36,36,0,1,36,1,16,,8,37,37,0,1,37,2,16,,4,38,38,0,1,38,3,16,,2,39,39,0,1,39,4,16,,2,40,40,0,1,40,5
17,wofqye5p,,0,38,37,lottery_game,5,TotalResults,10.61.153.83,2018-04-17 16:54:52.520772+00:00,1,,,159,159.00,jf1jsn1m,,,,,,0,1.0,0.00,17,23,Mujer,Universidad (pregrado),6,5,7,3,7,7,7,5,5,1,7,7,0,1,7,1,17,1,4,10,35,,0,46,46,0,1,46,1,17,0,9,7,65,,65,47,47,65,1,47,2,17,1,3,8,99,,0,48,48,0,1,48,3,17,1,9,7,82,,0,49,49,0,1,49,4,17,1,6,3,100,,0,50,50,0,1,50,5,17,3,7,36,36,34,1,36,1,17,1,10,37,37,18,1,37,2,17,3,8,38,38,34,1,38,3,17,3,5,39,39,10,1,39,4,17,6,2,40,40,-2,1,40,5
18,81gah10k,,0,0,37,,,,,,0,,,0,0.00,jf1jsn1m,,,,,,0,1.0,0.00,18,,,,,,,,,,,,,,7,7,0,1,7,1,18,,,,,,,46,46,0,1,46,1,18,,,,,,,47,47,0,1,47,2,18,,,,,,,48,48,0,1,48,3,18,,,,,,,49,49,0,1,49,4,18,,,,,,,50,50,0,1,50,5,18,,10,36,36,0,1,36,1,18,,7,37,37,0,1,37,2,18,,3,38,38,0,1,38,3,18,,7,39,39,0,1,39,4,18,,5,40,40,0,1,40,5
19,72nawc9w,,0,0,37,,,,,,0,,,0,0.00,jf1jsn1m,,,,,,0,1.0,0.00,19,,,,,,,,,,,,,,7,7,0,1,7,1,19,,,,,,,46,46,0,1,46,1,19,,,,,,,47,47,0,1,47,2,19,,,,,,,48,48,0,1,48,3,19,,,,,,,49,49,0,1,49,4,19,,,,,,,50,50,0,1,50,5,19,,10,36,36,0,1,36,1,19,,4,37,37,0,1,37,2,19,,5,38,38,0,1,38,3,19,,5,39,39,0,1,39,4,19,,9,40,40,0,1,40,5
20,nnkv1dq3,,0,0,37,,,,,,0,,,0,0.00,jf1jsn1m,,,,,,0,1.0,0.00,20,,,,,,,,,,,,,,7,7,0,1,7,1,20,,,,,,,46,46,0,1,46,1,20,,,,,,,47,47,0,1,47,2,20,,,,,,,48,48,0,1,48,3,20,,,,,,,49,49,0,1,49,4,20,,,,,,,50,50,0,1,50,5,20,,5,36,36,0,1,36,1,20,,5,37,37,0,1,37,2,20,,6,38,38,0,1,38,3,20,,5,39,39,0,1,39,4,20,,4,40,40,0,1,40,5
21,lsi65x4y,,0,0,37,,,,,,0,,,0,0.00,jf1jsn1m,,,,,,0,1.0,0.00,21,,,,,,,,,,,,,,7,7,0,1,7,1,21,,,,,,,46,46,0,1,46,1,21,,,,,,,47,47,0,1,47,2,21,,,,,,,48,48,0,1,48,3,21,,,,,,,49,49,0,1,49,4,21,,,,,,,50,50,0,1,50,5,21,,8,36,36,0,1,36,1,21,,2,37,37,0,1,37,2,21,,10,38,38,0,1,38,3,21,,2,39,39,0,1,39,4,21,,2,40,40,0,1,40,5
22,8y8i7712,,0,0,37,,,,,,0,,,0,0.00,jf1jsn1m,,,,,,0,1.0,0.00,22,,,,,,,,,,,,,,7,7,0,1,7,1,22,,,,,,,46,46,0,1,46,1,22,,,,,,,47,47,0,1,47,2,22,,,,,,,48,48,0,1,48,3,22,,,,,,,49,49,0,1,49,4,22,,,,,,,50,50,0,1,50,5,22,,6,36,36,0,1,36,1,22,,4,37,37,0,1,37,2,22,,8,38,38,0,1,38,3,22,,5,39,39,0,1,39,4,22,,1,40,40,0,1,40,5
23,71599n52,,0,0,37,,,,,,0,,,0,0.00,jf1jsn1m,,,,,,0,1.0,0.00,23,,,,,,,,,,,,,,7,7,0,1,7,1,23,,,,,,,46,46,0,1,46,1,23,,,,,,,47,47,0,1,47,2,23,,,,,,,48,48,0,1,48,3,23,,,,,,,49,49,0,1,49,4,23,,,,,,,50,50,0,1,50,5,23,,5,36,36,0,1,36,1,23,,4,37,37,0,1,37,2,23,,10,38,38,0,1,38,3,23,,10,39,39,0,1,39,4,23,,9,40,40,0,1,40,5
24,t0a1i5h2,,0,0,37,,,,,,0,,,0,0.00,jf1jsn1m,,,,,,0,1.0,0.00,24,,,,,,,,,,,,,,7,7,0,1,7,1,24,,,,,,,46,46,0,1,46,1,24,,,,,,,47,47,0,1,47,2,24,,,,,,,48,48,0,1,48,3,24,,,,,,,49,49,0,1,49,4,24,,,,,,,50,50,0,1,50,5,24,,7,36,36,0,1,36,1,24,,5,37,37,0,1,37,2,24,,5,38,38,0,1,38,3,24,,6,39,39,0,1,39,4,24,,10,40,40,0,1,40,5
25,xdj9iwl9,,0,38,37,lottery_game,5,TotalResults,10.9.223.58,2018-04-17 16:24:15.199001+00:00,1,,,140,140.00,jf1jsn1m,,,,,,0,1.0,0.00,25,22,Mujer,Universidad (pregrado),6,3,5,3,7,3,5,3,3,3,7,7,0,1,7,1,25,1,6,10,36,,0,46,46,0,1,46,1,25,1,3,8,90,,0,47,47,0,1,47,2,25,1,3,6,56,,0,48,48,0,1,48,3,25,1,3,6,56,,0,49,49,0,1,49,4,25,0,4,6,42,,42,50,50,42,1,50,5,25,4,2,36,36,6,1,36,1,25,3,4,37,37,10,1,37,2,25,1,4,38,38,18,1,38,3,25,2,1,39,39,14,1,39,4,25,5,7,40,40,50,1,40,5
26,xxmif7as,,0,38,37,lottery_game,5,TotalResults,10.67.237.54,2018-04-17 02:49:26.003503+00:00,1,,,318,318.00,jf1jsn1m,,,,,,0,1.0,0.00,26,26,Hombre,Universidad (pregrado),4,2,4,5,6,4,5,3,6,1,7,7,0,1,7,1,26,0,1,9,45,,45,46,46,45,1,46,1,26,1,6,9,45,,0,47,47,0,1,47,2,26,0,7,1,45,,45,48,48,45,1,48,3,26,0,6,9,45,,45,49,49,45,1,49,4,26,0,2,9,45,,45,50,50,45,1,50,5,26,4,1,36,36,6,1,36,1,26,4,9,37,37,42,1,37,2,26,4,6,38,38,42,1,38,3,26,4,7,39,39,42,1,39,4,26,4,4,40,40,6,1,40,5
27,egozg6gp,,0,38,37,lottery_game,5,TotalResults,10.30.65.228,2018-04-17 03:54:06.005852+00:00,1,,,151,151.00,jf1jsn1m,,,,,,0,1.0,0.00,27,27,Mujer,Universidad (pregrado),5,5,6,7,7,7,7,1,7,1,7,7,0,1,7,1,27,0,5,2,20,,20,46,46,20,1,46,1,27,1,9,7,50,,0,47,47,0,1,47,2,27,0,10,2,45,,45,48,48,45,1,48,3,27,1,5,1,56,,0,49,49,0,1,49,4,27,1,6,3,52,,0,50,50,0,1,50,5,27,3,2,36,36,10,1,36,1,27,3,3,37,37,10,1,37,2,27,1,2,38,38,18,1,38,3,27,4,9,39,39,42,1,39,4,27,4,3,40,40,6,1,40,5
28,9sv6he7u,,0,38,37,lottery_game,5,TotalResults,10.146.236.85,2018-04-17 04:00:09.806670+00:00,1,,,274,274.00,jf1jsn1m,,,,,,0,1.0,0.00,28,27,Hombre,Universidad (pregrado),6,7,6,2,6,6,5,2,7,2,7,7,0,1,7,1,28,1,5,9,50,,0,46,46,0,1,46,1,28,1,6,7,75,,0,47,47,0,1,47,2,28,0,4,5,60,,60,48,48,60,1,48,3,28,1,1,2,80,,0,49,49,0,1,49,4,28,1,8,10,40,,0,50,50,0,1,50,5,28,6,9,36,36,54,1,36,1,28,6,2,37,37,-2,1,37,2,28,6,6,38,38,54,1,38,3,28,6,7,39,39,54,1,39,4,28,6,6,40,40,54,1,40,5
29,yjnpv0jj,,0,38,37,lottery_game,5,TotalResults,10.33.195.131,2018-04-17 04:37:29.052364+00:00,1,,,206,206.00,jf1jsn1m,,,,,,0,1.0,0.00,29,33,Hombre,Postgrado,1,2,1,3,2,2,1,3,2,2,7,7,0,1,7,1,29,1,2,3,38,,0,46,46,0,1,46,1,29,1,6,2,100,,0,47,47,0,1,47,2,29,1,4,1,90,,0,48,48,0,1,48,3,29,1,2,6,90,,0,49,49,0,1,49,4,29,1,1,8,95,,0,50,50,0,1,50,5,29,5,9,36,36,50,1,36,1,29,5,9,37,37,50,1,37,2,29,5,6,38,38,50,1,38,3,29,4,5,39,39,6,1,39,4,29,5,8,40,40,50,1,40,5
30,9yx2gtab,,0,38,37,lottery_game,5,TotalResults,10.5.186.67,2018-04-17 15:55:05.010236+00:00,1,,,276,276.00,jf1jsn1m,,,,,,0,1.0,0.00,30,29,Hombre,Postgrado,4,6,5,4,6,3,7,3,5,3,7,7,0,1,7,1,30,0,3,5,75,,75,46,46,75,1,46,1,30,0,3,7,15,,15,47,47,15,1,47,2,30,0,7,6,80,,80,48,48,80,1,48,3,30,1,5,7,95,,0,49,49,0,1,49,4,30,1,2,2,99,,0,50,50,0,1,50,5,30,4,6,36,36,42,1,36,1,30,4,2,37,37,6,1,37,2,30,4,7,38,38,42,1,38,3,30,1,1,39,39,18,1,39,4,30,6,3,40,40,-2,1,40,5
31,9f6tyebu,,0,38,37,lottery_game,5,TotalResults,10.11.169.30,2018-04-17 16:09:28.262129+00:00,1,,,118,118.00,jf1jsn1m,,,,,,0,1.0,0.00,31,31,Hombre,Postgrado,7,1,6,2,7,1,7,1,6,2,7,7,0,1,7,1,31,0,1,5,10,,10,46,46,10,1,46,1,31,0,3,1,12,,12,47,47,12,1,47,2,31,0,6,2,8,,8,48,48,8,1,48,3,31,0,4,1,14,,14,49,49,14,1,49,4,31,0,1,3,12,,12,50,50,12,1,50,5,31,4,2,36,36,6,1,36,1,31,6,7,37,37,54,1,37,2,31,5,4,38,38,2,1,38,3,31,5,5,39,39,2,1,39,4,31,6,2,40,40,-2,1,40,5
32,ocey9af2,,0,38,37,lottery_game,5,TotalResults,10.151.195.140,2018-04-17 16:13:00.131314+00:00,1,,,176,176.00,jf1jsn1m,,,,,,0,1.0,0.00,32,26,Mujer,Postgrado,5,2,6,5,6,5,7,5,6,4,7,7,0,1,7,1,32,0,1,7,20,,20,46,46,20,1,46,1,32,0,7,1,25,,25,47,47,25,1,47,2,32,1,1,6,25,,0,48,48,0,1,48,3,32,1,5,1,25,,0,49,49,0,1,49,4,32,0,9,3,25,,25,50,50,25,1,50,5,32,5,1,36,36,2,1,36,1,32,5,4,37,37,2,1,37,2,32,5,1,38,38,2,1,38,3,32,5,8,39,39,50,1,39,4,32,5,8,40,40,50,1,40,5
33,tvfzdj40,,0,38,37,lottery_game,5,TotalResults,10.181.55.151,2018-04-17 16:14:03.701616+00:00,1,,,282,282.00,jf1jsn1m,,,,,,0,1.0,0.00,33,27,Mujer,Universidad (pregrado),2,6,7,5,6,7,6,1,7,4,7,7,0,1,7,1,33,1,7,5,50,,0,46,46,0,1,46,1,33,1,8,5,50,,0,47,47,0,1,47,2,33,0,10,1,40,,40,48,48,40,1,48,3,33,0,1,10,40,,40,49,49,40,1,49,4,33,1,7,10,50,,0,50,50,0,1,50,5,33,5,10,36,36,50,1,36,1,33,5,10,37,37,50,1,37,2,33,5,10,38,38,50,1,38,3,33,5,4,39,39,2,1,39,4,33,5,10,40,40,50,1,40,5
34,l5voouxc,,0,38,37,lottery_game,5,TotalResults,10.5.201.154,2018-04-17 16:16:31.367120+00:00,1,,,216,216.00,jf1jsn1m,,,,,,0,1.0,0.00,34,29,Mujer,Postgrado,6,4,6,5,6,4,6,2,6,2,7,7,0,1,7,1,34,0,4,3,21,,21,46,46,21,1,46,1,34,0,9,6,35,,35,47,47,35,1,47,2,34,0,4,3,50,,50,48,48,50,1,48,3,34,1,10,10,45,,0,49,49,0,1,49,4,34,1,6,9,90,,0,50,50,0,1,50,5,34,2,7,36,36,26,1,36,1,34,5,8,37,37,50,1,37,2,34,1,7,38,38,18,1,38,3,34,3,3,39,39,10,1,39,4,34,4,2,40,40,6,1,40,5
35,ndt4k38x,,0,38,37,lottery_game,5,TotalResults,10.13.219.114,2018-04-17 16:19:28.287949+00:00,1,,,283,283.00,jf1jsn1m,,,,,,0,1.0,0.00,35,24,Mujer,Universidad (pregrado),4,5,6,2,7,5,6,2,4,6,7,7,0,1,7,1,35,1,2,2,10,,0,46,46,0,1,46,1,35,0,7,5,5,,5,47,47,5,1,47,2,35,0,5,6,16,,16,48,48,16,1,48,3,35,0,2,7,45,,45,49,49,45,1,49,4,35,0,6,9,35,,35,50,50,35,1,50,5,35,3,9,36,36,34,1,36,1,35,4,9,37,37,42,1,37,2,35,5,5,38,38,2,1,38,3,35,6,6,39,39,54,1,39,4,35,5,10,40,40,50,1,40,5
36,nqs3tlmo,,0,38,37,lottery_game,5,TotalResults,10.9.144.211,2018-04-17 16:21:49.695899+00:00,1,,,98,98.00,jf1jsn1m,,,,,,0,1.0,0.00,36,29,Hombre,Postgrado,7,2,7,6,5,7,7,5,7,5,7,7,0,1,7,1,36,1,2,3,56,,0,46,46,0,1,46,1,36,0,4,2,20,,20,47,47,20,1,47,2,36,1,3,9,48,,0,48,48,0,1,48,3,36,1,10,8,35,,0,49,49,0,1,49,4,36,1,4,8,88,,0,50,50,0,1,50,5,36,3,2,36,36,10,1,36,1,36,3,3,37,37,10,1,37,2,36,3,6,38,38,34,1,38,3,36,1,10,39,39,18,1,39,4,36,4,1,40,40,6,1,40,5
37,0x9a8xqm,,0,38,37,lottery_game,5,TotalResults,10.189.169.232,2018-04-17 16:25:56.177791+00:00,1,,,218,218.00,jf1jsn1m,,,,,,0,1.0,0.00,37,26,Mujer,Universidad (pregrado),7,1,6,5,5,1,7,1,6,1,7,7,0,1,7,1,37,0,3,5,17,,17,46,46,17,1,46,1,37,0,7,9,23,,23,47,47,23,1,47,2,37,1,5,10,25,,0,48,48,0,1,48,3,37,0,2,4,32,,32,49,49,32,1,49,4,37,1,2,7,100,,0,50,50,0,1,50,5,37,4,6,36,36,42,1,36,1,37,3,10,37,37,34,1,37,2,37,5,3,38,38,2,1,38,3,37,2,7,39,39,26,1,39,4,37,4,7,40,40,42,1,40,5
38,jky831m1,,0,38,37,lottery_game,5,TotalResults,10.79.192.24,2018-04-17 16:27:13.696148+00:00,1,,,150,150.00,jf1jsn1m,,,,,,0,1.0,0.00,38,25,Hombre,Postgrado,5,6,6,5,7,4,7,2,5,2,7,7,0,1,7,1,38,1,2,1,75,,0,46,46,0,1,46,1,38,1,7,5,75,,0,47,47,0,1,47,2,38,0,7,4,0,,0,48,48,0,1,48,3,38,1,2,7,75,,0,49,49,0,1,49,4,38,1,7,6,75,,0,50,50,0,1,50,5,38,4,3,36,36,6,1,36,1,38,5,8,37,37,50,1,37,2,38,4,6,38,38,42,1,38,3,38,5,4,39,39,2,1,39,4,38,5,6,40,40,50,1,40,5
39,7foo33ib,,0,38,37,lottery_game,5,TotalResults,10.37.194.195,2018-04-17 16:29:30.920816+00:00,1,,,256,256.00,jf1jsn1m,,,,,,0,1.0,0.00,39,27,Mujer,Universidad (pregrado),6,3,7,4,5,6,7,1,7,4,7,7,0,1,7,1,39,0,8,4,5,,5,46,46,5,1,46,1,39,0,2,8,5,,5,47,47,5,1,47,2,39,0,8,6,30,,30,48,48,30,1,48,3,39,0,10,4,60,,60,49,49,60,1,49,4,39,0,5,7,50,,50,50,50,50,1,50,5,39,4,8,36,36,42,1,36,1,39,5,4,37,37,2,1,37,2,39,6,7,38,38,54,1,38,3,39,3,5,39,39,10,1,39,4,39,6,4,40,40,-2,1,40,5
40,qrcubj3u,,0,38,37,lottery_game,5,TotalResults,10.91.166.137,2018-04-17 16:31:53.756319+00:00,1,,,324,324.00,jf1jsn1m,,,,,,0,1.0,0.00,40,29,Hombre,Universidad (pregrado),5,1,6,5,6,7,6,2,6,2,7,7,0,1,7,1,40,1,2,5,20,,0,46,46,0,1,46,1,40,0,4,2,50,,50,47,47,50,1,47,2,40,0,10,3,30,,30,48,48,30,1,48,3,40,0,5,8,60,,60,49,49,60,1,49,4,40,0,8,7,70,,70,50,50,70,1,50,5,40,3,5,36,36,10,1,36,1,40,5,2,37,37,2,1,37,2,40,5,6,38,38,50,1,38,3,40,5,4,39,39,2,1,39,4,40,5,8,40,40,50,1,40,5
41,vnk8g05s,,0,1,37,ingreso_datos,1,datos_personales,10.5.234.21,2018-04-17 16:35:05.741012+00:00,1,,,0,0.00,jf1jsn1m,,,,,,0,1.0,0.00,41,,,,,,,,,,,,,,7,7,0,1,7,1,41,,,,,,,46,46,0,1,46,1,41,,,,,,,47,47,0,1,47,2,41,,,,,,,48,48,0,1,48,3,41,,,,,,,49,49,0,1,49,4,41,,,,,,,50,50,0,1,50,5,41,,4,36,36,0,1,36,1,41,,8,37,37,0,1,37,2,41,,8,38,38,0,1,38,3,41,,9,39,39,0,1,39,4,41,,6,40,40,0,1,40,5
42,2tt0q1d4,,0,10,37,bret,3,Decision,10.101.219.132,2018-04-17 17:02:01.506589+00:00,1,,,50,50.00,jf1jsn1m,,,,,,0,1.0,0.00,42,25,Mujer,Universidad (pregrado),7,3,5,1,6,4,6,3,4,4,7,7,0,1,7,1,42,1,4,4,50,,0,46,46,0,1,46,1,42,0,10,3,50,,50,47,47,50,1,47,2,42,,,,,,,48,48,0,1,48,3,42,,,,,,,49,49,0,1,49,4,42,,,,,,,50,50,0,1,50,5,42,,1,36,36,0,1,36,1,42,,3,37,37,0,1,37,2,42,,4,38,38,0,1,38,3,42,,7,39,39,0,1,39,4,42,,8,40,40,0,1,40,5
43,n1d1ohue,,0,38,37,lottery_game,5,TotalResults,10.101.219.132,2018-04-17 17:02:47.464028+00:00,1,,,234,234.00,jf1jsn1m,,,,,,0,1.0,0.00,43,25,Hombre,Postgrado,6,1,6,4,6,5,5,1,6,5,7,7,0,1,7,1,43,0,9,9,80,,80,46,46,80,1,46,1,43,1,2,3,85,,0,47,47,0,1,47,2,43,1,8,10,85,,0,48,48,0,1,48,3,43,1,10,8,80,,0,49,49,0,1,49,4,43,1,9,1,70,,0,50,50,0,1,50,5,43,5,4,36,36,2,1,36,1,43,5,2,37,37,2,1,37,2,43,5,9,38,38,50,1,38,3,43,5,9,39,39,50,1,39,4,43,5,8,40,40,50,1,40,5
44,51c1ojvy,,0,38,37,lottery_game,5,TotalResults,10.79.228.240,2018-04-17 17:06:20.128290+00:00,1,,,168,168.00,jf1jsn1m,,,,,,0,1.0,0.00,44,27,Mujer,Universidad (pregrado),3,6,7,5,6,7,6,1,7,4,7,7,0,1,7,1,44,0,3,3,1,,1,46,46,1,1,46,1,44,0,6,9,9,,9,47,47,9,1,47,2,44,1,6,7,99,,0,48,48,0,1,48,3,44,0,6,8,10,,10,49,49,10,1,49,4,44,0,7,1,2,,2,50,50,2,1,50,5,44,3,9,36,36,34,1,36,1,44,2,8,37,37,26,1,37,2,44,3,2,38,38,10,1,38,3,44,4,10,39,39,42,1,39,4,44,3,7,40,40,34,1,40,5
45,sg5rr2qn,,0,38,37,lottery_game,5,TotalResults,10.146.236.85,2018-04-17 17:42:07.952466+00:00,1,,,118,118.00,jf1jsn1m,,,,,,0,1.0,0.00,45,24,Mujer,Universidad (pregrado),7,2,6,2,5,6,6,1,5,2,7,7,0,1,7,1,45,0,3,6,20,,20,46,46,20,1,46,1,45,0,10,7,9,,9,47,47,9,1,47,2,45,0,4,4,15,,15,48,48,15,1,48,3,45,0,4,8,7,,7,49,49,7,1,49,4,45,0,1,9,9,,9,50,50,9,1,50,5,45,3,3,36,36,10,1,36,1,45,2,2,37,37,14,1,37,2,45,5,4,38,38,2,1,38,3,45,1,6,39,39,18,1,39,4,45,2,2,40,40,14,1,40,5
